InputID,TargetID,Distance
675,MCM,0.00375596238666
676,HGM,0.025244149354
677,CAM,0.0273842461621
678,MCM,0.0189439667551
679,MCM,0.00902487212338
680,MER,0.00358771344119
681,LAA,0.0325243448051
682,IZT,0.0252409210903
683,MCM,0.00329583943232
684,MCM,0.0165466960786
685,HGM,0.0233273355126
686,MGH,0.0177905664866
687,MCM,0.00957178753328
688,MCM,0.00213506825885
689,COY,0.021631578099
690,MCM,0.023615909668
691,CAM,0.0183053537293
692,CAM,0.0268861290619
693,BJU,0.0276907821143
694,MCM,0.00305694966429
695,HGM,0.0159378267905
696,MCM,0.00326301881321
697,HGM,0.0157833787583
698,BJU,0.0274706384604
699,BJU,0.0103022275688
700,CAM,0.0173534451132
701,DIC,0.0115643832193
702,HGM,0.0226252400264
703,TEC,0.0100542616268
704,HGM,0.0214878454547
705,MCM,0.00584325231548
706,UIZ,0.0184151201508
707,HGM,0.0208514988212
708,MCM,0.0193019862344
709,MCM,0.0221637899959
710,MCM,0.0183053435128
711,MCM,0.0193041538497
712,MCM,0.0150605254611
713,MER,0.0238795254551
714,UIZ,0.0132312107507
715,HGM,0.021330861698
716,AJM,0.0230974587354
717,MCM,0.00793703858707
718,TEC,0.0216791373074
719,TEC,0.0105291239241
720,MER,0.00670985877409
721,MCM,0.0117829317877
722,XAL,0.0233394840459
723,LAA,0.028214485021
724,HGM,0.0218165743765
725,COR,0.0447352869314
726,MGH,0.0229686178696
727,MCM,0.0135572475066
728,MCM,0.0189455030967
729,MGH,0.0242390494195
730,MCM,0.00328818759349
731,MCM,0.0193043879117
732,MGH,0.0138391818892
733,MGH,0.0232383119235
734,MCM,0.0135245444655
735,HGM,0.0214236834627
736,HGM,0.0211914250086
737,MCM,0.0032943298718
738,MCM,0.0233838547206
739,BJU,0.002684091399
740,MCM,0.0291728883844
741,MCM,0.0102735535075
742,MCM,0.0291736021716
743,IZT,0.0303464146163
744,BJU,0.00787637003955
745,COR,0.0893035933194
746,MCM,0.00956662724367
747,HGM,0.0243583238781
748,MCM,0.0193057058421
749,BJU,0.00264219762717
750,HGM,0.0208574257767
751,MCM,0.00559747627266
752,CAM,0.0267382583417
753,BJU,0.0146179087057
754,MCM,0.0189880964565
755,PED,0.0423582179767
756,MCM,0.0193070107811
757,MCM,0.00830500113829
758,MCM,0.00261285777066
759,MCM,0.011122739236
760,MGH,0.0180392611377
761,MCM,0.0224014770152
762,HGM,0.0213090459546
763,HGM,0.024052691393
764,MGH,0.0134083117543
765,UAX,0.0229228673943
766,MER,0.0190212257063
767,MCM,0.00684735570423
768,MCM,0.0140313497001
769,UAX,0.0179152565533
770,MCM,0.00873555579443
771,MGH,0.0239913938193
772,MCM,0.00318252996845
773,UIZ,0.0443746850682
774,MCM,0.00326902116082
775,TEC,0.00483841020273
776,MCM,0.00374199343468
777,MCM,0.0216848687397
778,HGM,0.0140111949046
779,MCM,0.0190853313438
780,MCM,0.00213066305766
781,MCM,0.00958320944759
