"","ID","estaacion","Distance"
"730",730,"COY",0.0511820136565
"731",731,"MER",0.0277136077984
"732",732,"MER",0.00954360748378
"733",733,"NEZ",0.0446099164373
"734",734,"BJU",0.0346596104081
"735",735,"MCM",0.0356361149793
"736",736,"CAM",0.0242088991342
"737",737,"BJU",0.0373505887991
"738",738,"NEZ",0.045157990909
"739",739,"HGM",0.0245629023108
"740",740,"MCM",0.0256321376454
"741",741,"HGM",0.0235652485878
"742",742,"HGM",0.0246190291989
"743",743,"PED",0.0238891841615
"744",744,"MCM",0.0229586315836
"745",745,"GAM",0.0239291097831
"746",746,"HGM",0.0210665422195
"747",747,"MER",0.0153289535119
"748",748,"MER",0.0148157871332
"749",749,"HGM",0.0200714074151
"750",750,"MER",0.0233701913707
"751",751,"MER",0.0218415607501
"752",752,"TEC",0.0286301426597
"753",753,"HGM",0.0286107536841
"754",754,"HGM",0.0252325542764
"755",755,"MCM",0.019775392165
"756",756,"HGM",0.030133041961
"757",757,"NEZ",0.0421089917513
"758",758,"HGM",0.0314454307169
"759",759,"HGM",0.0245824720275
"760",760,"HGM",0.0264317149074
"761",761,"MER",0.0116134086367
"762",762,"MER",0.0151955614621
"763",763,"BJU",0.033383464815
"764",764,"MER",0.0151191743197
"765",765,"PED",0.0192805295728
"766",766,"HGM",0.0243160464082
"767",767,"MER",0.0156353618445
"768",768,"HGM",0.0248721856026
"769",769,"MCM",0.0259621841308
"770",770,"MER",0.0153021254055
"771",771,"CCA",0.0560492064788
"772",772,"HGM",0.0245289947404
"773",773,"MER",0.0218466132672
"774",774,"PED",0.019334673677
"775",775,"PED",0.0253858784465
"776",776,"MCM",0.0199175324345
"777",777,"UIZ",0.0362556552496
"778",778,"COY",0.0290164218917
"779",779,"DIC",0.0658591275692
"780",780,"UIZ",0.031490214314
"781",781,"HGM",0.0239612957397
"782",782,"MER",0.0152033242853
"783",783,"IBM",0.0199493984875
"784",784,"COY",0.0204500507647
"785",785,"IBM",0.0248833146857
"786",786,"BJU",0.0399000223753
"787",787,"HGM",0.0264506310275
"788",788,"MER",0.0218444791391
